Rk,Pk,Tm,Round 1_Player,Round 1_College,Yrs,Totals_G,Totals_MP,Totals_PTS,Totals_TRB,Totals_AST,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,Advanced_WS,Advanced_WS/48,Advanced_BPM,Advanced_VORP,draft_year
33,33,ORL,Wes Iwundu,Kansas State,5,226,3827,989,555,208,.408,.292,.798,16.9,4.4,2.5,0.9,4.2,.053,-3.9,-1.8,2017
34,34,SAC,Frank Mason III,Kansas,4,103,1616,695,204,272,.396,.301,.755,15.7,6.7,2.0,2.6,1.2,.035,-2.7,-0.3,2017
35,35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,.555,.200,.743,14.6,5.7,4.3,1.0,3.2,.125,-1.7,0.1,2017
36,36,PHI,Jonah Bolden,,2,51,686,217,174,40,.486,.340,.484,13.5,4.3,3.4,0.8,1.4,.098,-1.3,0.1,2017
37,37,BOS,Semi Ojeleye,SMU,5,284,4111,975,613,126,.384,.344,.717,14.5,3.4,2.2,0.4,5.2,.061,-3.4,-1.5,2017
38,38,CHI,Jordan Bell,Oregon,5,161,1937,593,497,201,.552,.200,.636,12.0,3.7,3.1,1.2,4.9,.121,0.2,1.1,2017
39,39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,.345,.263,.776,15.1,4.2,1.7,2.0,-0.4,-.022,-5.4,-0.7,2017
40,40,NOP,Dwayne Bacon,Florida State,4,207,4012,1503,537,230,.402,.314,.780,19.4,7.3,2.6,1.1,0.8,.010,-5.1,-3.1,2017
41,41,ATL,Tyler Dorsey,Oregon,3,107,1680,710,245,135,.392,.351,.669,15.7,6.6,2.3,1.3,1.1,.031,-3.0,-0.5,2017
42,42,UTA,Thomas Bryant,Indiana,9,393,6642,3328,1907,359,.573,.348,.781,16.9,8.5,4.9,0.9,22.7,.164,0.9,4.9,2017
43,43,HOU,Isaiah Hartenstein,,8,426,8511,3016,2866,923,.596,.239,.675,20.0,7.1,6.7,2.2,33.3,.188,2.4,9.4,2017
44,44,NYK,Damyean Dotson,Oregon,5,213,4242,1594,532,315,.417,.345,.711,19.9,7.5,2.5,1.5,3.0,.034,-2.8,-0.9,2017
45,45,HOU,Dillon Brooks,Oregon,9,548,16205,8101,1797,1081,.421,.353,.810,29.6,14.8,3.3,2.0,16.8,.050,-3.3,-5.2,2017
46,46,PHI,Sterling Brown,SMU,6,268,4458,1431,891,268,.419,.363,.796,16.6,5.3,3.3,1.0,6.6,.071,-2.1,-0.1,2017
47,47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,.333,,.833,2.6,0.9,0.9,0.1,0.0,.057,-1.1,0.0,2017
48,48,MIL,Sindarius Thornwell,South Carolina,4,160,1721,401,206,111,.407,.340,.672,10.8,2.5,1.3,0.7,1.1,.032,-3.1,-0.5,2017
49,49,DEN,Vlatko Čančar,,5,143,1527,485,251,123,.472,.354,.847,10.7,3.4,1.8,0.9,2.4,.076,-2.5,-0.2,2017
50,50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,,2017
51,51,DEN,Monte Morris,Iowa State,9,426,9873,3998,996,1519,.473,.388,.824,23.2,9.4,2.3,3.6,24.7,.120,0.2,5.6,2017
52,52,NOP,Edmond Sumner,Xavier,5,161,2256,997,244,182,.470,.341,.811,14.0,6.2,1.5,1.1,3.2,.069,-3.0,-0.6,2017
53,53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,.435,.349,.757,13.6,5.5,1.5,2.3,1.0,.075,-1.2,0.1,2017
54,54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,.378,.310,.800,11.3,4.1,1.9,0.6,0.3,.055,-2.8,0.0,2017
55,55,UTA,Nigel Williams-Goss,Gonzaga,1,10,50,14,6,6,.313,.286,1.000,5.0,1.4,0.6,0.6,0.0,.017,-3.9,0.0,2017
56,56,BOS,Jabari Bird,California,1,13,115,39,19,8,.577,.429,.462,8.8,3.0,1.5,0.6,0.2,.098,-3.1,0.0,2017
57,57,BRK,Sasha Vezenkov,,1,42,511,225,96,19,.440,.375,.800,12.2,5.4,2.3,0.5,1.0,.098,-0.9,0.1,2017
58,58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,,2017
59,59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,.443,.256,.769,16.3,4.2,3.6,0.5,0.3,.030,-3.8,-0.2,2017
60,60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,,2017
1,1,PHO,Deandre Ayton,Arizona,8,470,14230,7439,4742,708,.599,.230,.741,30.3,15.8,10.1,1.5,43.8,.148,0.6,9.2,2018
2,2,SAC,Marvin Bagley III,Duke,8,349,7675,4106,2255,338,.531,.308,.685,22.0,11.8,6.5,1.0,16.3,.102,-1.2,1.5,2018
3,3,ATL,Luka Dončić,,8,514,18001,15021,4376,4230,.469,.352,.755,35.0,29.2,8.5,8.2,66.6,.178,7.8,44.8,2018
4,4,MEM,Jaren Jackson Jr.,Michigan State,8,455,13093,8449,2530,696,.467,.351,.793,28.8,18.6,5.6,1.5,30.2,.111,0.8,9.2,2018
5,5,DAL,Trae Young,Oklahoma,8,498,17006,12489,1717,4868,.433,.352,.872,34.1,25.1,3.4,9.8,44.7,.126,2.6,19.7,2018
6,6,ORL,Mo Bamba,Texas,8,368,6159,2471,2002,307,.477,.356,.682,16.7,6.7,5.4,0.8,15.7,.122,-0.1,3.0,2018
7,7,CHI,Wendell Carter Jr.,Duke,8,461,12735,5487,3750,919,.510,.316,.740,27.6,11.9,8.1,2.0,33.3,.126,-0.3,5.3,2018
8,8,CLE,Collin Sexton,Alabama,8,475,13771,8708,1299,1728,.472,.389,.841,29.0,18.3,2.7,3.6,19.7,.069,-1.1,3.0,2018
9,9,NYK,Kevin Knox,Kentucky,7,320,5606,2322,893,233,.393,.340,.723,17.5,7.3,2.8,0.7,0.9,.008,-4.4,-3.4,2018
10,10,PHI,Mikal Bridges,Villanova,8,638,21206,9385,2519,1821,.485,.371,.842,33.2,14.7,3.9,2.9,50.0,.113,0.9,15.8,2018
11,11,CHO,Shai Gilgeous-Alexander,Kentucky,8,530,17550,13411,2503,2810,.508,.360,.864,33.1,25.3,4.7,5.3,75.6,.207,6.3,36.9,2018
12,12,LAC,Miles Bridges,Michigan State,7,501,15457,7956,3077,1381,.461,.338,.825,30.9,15.9,6.1,2.8,27.8,.086,0.1,8.2,2018
13,13,LAC,Jerome Robinson,Boston College,4,135,1685,545,214,136,.361,.297,.711,12.5,4.0,1.6,1.0,-0.2,-.004,-4.8,-1.2,2018
14,14,DEN,Michael Porter Jr.,Missouri,7,397,11725,6856,2576,643,.493,.398,.812,29.5,17.3,6.5,1.6,29.4,.120,1.0,8.9,2018
15,15,WAS,Troy Brown Jr.,Oregon,6,356,6778,2196,1288,508,.423,.351,.783,19.0,6.2,3.6,1.4,8.6,.061,-1.8,0.4,2018
16,16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,.378,.316,.667,11.0,3.7,1.2,0.9,0.0,.011,-6.1,-0.1,2018
17,17,MIL,Donte DiVincenzo,Villanova,8,498,13104,5469,2119,1512,.423,.380,.767,26.3,11.0,4.3,3.0,29.1,.107,1.0,10.1,2018
18,18,SAS,Lonnie Walker IV,Miami (FL),7,342,7025,3418,791,518,.422,.356,.795,20.5,10.0,2.3,1.5,4.9,.033,-2.5,-1.0,2018
19,19,ATL,Kevin Huerter,Maryland,8,551,15115,6294,1878,1592,.442,.368,.762,27.4,11.4,3.4,2.9,21.7,.069,-0.9,4.1,2018
20,20,MIN,Josh Okogie,Georgia Tech,8,494,9306,2994,1430,549,.409,.312,.736,18.8,6.1,2.9,1.1,14.2,.073,-1.7,0.6,2018
21,21,UTA,Grayson Allen,Duke,8,454,11694,5091,1371,1007,.443,.403,.857,25.8,11.2,3.0,2.2,26.4,.109,0.3,6.6,2018
22,22,CHI,Chandler Hutchison,Boise State,4,103,1790,558,376,79,.442,.309,.643,17.4,5.4,3.7,0.8,1.1,.030,-3.9,-0.9,2018
23,23,IND,Aaron Holiday,UCLA,8,505,8147,3209,767,960,.421,.384,.852,16.1,6.4,1.5,1.9,11.6,.068,-2.0,0.1,2018
24,24,POR,Anfernee Simons,,8,444,11792,6622,1108,1399,.432,.381,.881,26.6,14.9,2.5,3.2,15.7,.064,-1.0,2.9,2018
25,25,LAL,Moritz Wagner,Michigan,8,399,6478,3575,1551,466,.518,.323,.808,16.2,9.0,3.9,1.2,17.9,.132,0.1,3.4,2018
26,26,PHI,Landry Shamet,Wichita State,8,449,9560,3788,754,669,.416,.386,.815,21.3,8.4,1.7,1.5,15.7,.079,-1.8,0.4,2018
27,27,BOS,Robert Williams,Texas A&M,8,294,5762,2088,2018,385,.720,.333,.661,19.6,7.1,6.9,1.3,28.3,.236,4.6,9.6,2018
28,28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,.337,.315,.833,10.5,2.8,1.1,0.9,-0.6,-.047,-7.4,-0.8,2018
29,29,BRK,Džanan Musa,,2,49,526,211,91,45,.376,.227,.726,10.7,4.3,1.9,0.9,0.0,.003,-4.6,-0.4,2018
30,30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,.417,.366,.766,17.8,6.8,4.3,1.0,2.4,.068,-1.5,0.2,2018
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2018
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2018
31,31,PHO,Elie Okobo,,2,108,1677,523,188,242,.395,.315,.737,15.5,4.8,1.7,2.2,0.5,.014,-4.1,-0.9,2018
32,32,MEM,Jevon Carter,West Virginia,8,465,7146,2484,776,738,.395,.377,.797,15.4,5.3,1.7,1.6,9.4,.063,-1.4,1.0,2018
33,33,DAL,Jalen Brunson,Villanova,8,561,16830,10748,1796,2952,.485,.385,.826,30.0,19.2,3.2,5.3,54.2,.155,2.4,18.8,2018
34,34,ATL,Devonte' Graham,Kansas,6,336,8359,3733,758,1448,.371,.354,.812,24.9,11.1,2.3,4.3,12.7,.073,-0.5,3.2,2018
35,35,ORL,Melvin Frazier,Tulane,3,32,290,87,28,5,.340,.209,.533,9.1,2.7,0.9,0.2,-0.4,-.062,-10.0,-0.6,2018
36,36,NYK,Mitchell Robinson,,8,397,9297,2976,3164,264,.702,,.508,23.4,7.5,8.0,0.7,41.0,.212,2.3,10.1,2018
37,37,SAC,Gary Trent Jr.,Duke,8,480,13075,6227,1050,678,.420,.387,.819,27.2,13.0,2.2,1.4,19.0,.070,-1.6,1.4,2018
38,38,PHI,Khyri Thomas,Creighton,3,39,409,160,39,36,.388,.316,.750,10.5,4.1,1.0,0.9,0.5,.058,-2.7,-0.1,2018
39,39,PHI,Isaac Bonga,,4,143,1871,439,320,118,.432,.300,.759,13.1,3.1,2.2,0.8,1.7,.044,-3.6,-0.7,2018
40,40,BRK,Rodions Kurucs,,3,131,2103,780,406,113,.444,.329,.739,16.1,6.0,3.1,0.9,2.3,.052,-2.8,-0.4,2018
41,41,ORL,Jarred Vanderbilt,Kentucky,8,374,7303,2096,2218,520,.546,.290,.633,19.5,5.6,5.9,1.4,18.6,.122,-0.2,3.3,2018
42,42,DET,Bruce Brown,Miami (FL),8,539,13374,4694,2247,1291,.476,.344,.767,24.8,8.7,4.2,2.4,22.9,.082,-1.6,1.3,2018
43,43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,,2018
44,44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,,2018
45,45,BRK,Hamidou Diallo,Kentucky,6,265,4918,2272,1009,283,.495,.274,.623,18.6,8.6,3.8,1.1,6.2,.060,-2.1,-0.1,2018
46,46,HOU,De'Anthony Melton,USC,8,405,9272,3833,1474,1113,.410,.358,.789,22.9,9.5,3.6,2.7,15.0,.078,0.2,5.2,2018
47,47,LAL,Svi Mykhailiuk,Kansas,8,381,6542,2638,713,555,.414,.368,.778,17.2,6.9,1.9,1.5,5.3,.039,-2.4,-0.6,2018
48,48,MIN,Keita Bates-Diop,Ohio State,6,283,4566,1697,848,241,.474,.333,.751,16.1,6.0,3.0,0.9,7.4,.078,-1.6,0.5,2018
49,49,SAS,Chimezie Metu,USC,6,260,3565,1522,908,197,.495,.298,.787,13.7,5.9,3.5,0.8,5.7,.076,-1.6,0.3,2018
50,50,IND,Alize Johnson,Missouri State,5,76,568,189,228,32,.481,.227,.711,7.5,2.5,3.0,0.4,1.3,.108,-2.4,-0.1,2018
51,51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,,2018
52,52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,.250,.250,,8.0,1.5,1.0,0.0,0.0,-.014,-6.4,0.0,2018
53,53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,.200,.235,.500,7.4,1.8,0.6,1.2,-0.2,-.116,-6.7,-0.1,2018
54,54,DAL,Shake Milton,SMU,7,359,6698,2899,783,856,.451,.358,.824,18.7,8.1,2.2,2.4,11.7,.084,-2.0,-0.1,2018
55,55,CHO,Arnoldas Kulboka,,1,2,5,0,0,0,.000,.000,,2.5,0.0,0.0,0.0,0.0,-.217,-21.8,0.0,2018
56,56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,.529,.000,.286,10.4,3.6,3.3,0.3,0.1,.024,-6.2,-0.2,2018
57,57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,.259,.150,,5.2,1.7,1.2,0.5,-0.1,-.085,-5.1,0.0,2018
58,58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,.538,.429,.500,3.3,1.6,0.4,0.5,0.1,.162,1.2,0.0,2018
59,59,PHO,George King,Colorado,2,5,25,1,6,0,.000,.000,.500,5.0,0.2,1.2,0.0,-0.1,-.225,-17.2,-0.1,2018
60,60,PHI,Kostas Antetokounmpo,Dayton,3,22,87,21,23,3,.375,,.474,4.0,1.0,1.0,0.1,-0.2,-.098,-9.9,-0.2,2018
1,1,NOP,Zion Williamson,Duke,6,276,8555,6581,1768,1119,.591,.324,.695,31.0,23.8,6.4,4.1,30.3,.170,4.5,14.1,2019
2,2,MEM,Ja Morant,Murray State,7,327,10370,7331,1513,2428,.466,.311,.773,31.7,22.4,4.6,7.4,24.3,.113,2.5,11.8,2019
3,3,NYK,RJ Barrett,Duke,7,444,14540,8391,2450,1465,.447,.345,.700,32.7,18.9,5.5,3.3,17.3,.057,-1.5,1.8,2019
4,4,LAL,De'Andre Hunter,Virginia,7,372,10996,5454,1521,587,.447,.364,.825,29.6,14.7,4.1,1.6,13.1,.057,-2.7,-2.0,2019
5,5,CLE,Darius Garland,Vanderbilt,7,427,14037,8049,1122,2859,.454,.389,.866,32.9,18.9,2.6,6.7,27.1,.093,0.2,7.9,2019
6,6,PHO,Jarrett Culver,Texas Tech,4,144,2480,934,402,173,.401,.276,.509,17.2,6.5,2.8,1.2,-0.1,-.001,-4.5,-1.6,2019
7,7,CHI,Coby White,UNC,7,472,13815,7273,1709,1818,.434,.369,.856,29.3,15.4,3.6,3.9,19.9,.069,-1.5,1.7,2019
8,8,ATL,Jaxson Hayes,Texas,7,433,7229,2991,1714,318,.665,.280,.689,16.7,6.9,4.0,0.7,25.1,.167,-0.1,3.5,2019
9,9,WAS,Rui Hachimura,Gonzaga,7,405,11272,5098,1864,496,.499,.394,.758,27.8,12.6,4.6,1.2,18.7,.080,-2.0,0.1,2019
10,10,ATL,Cam Reddish,Duke,6,254,5876,2151,678,297,.398,.322,.821,23.1,8.5,2.7,1.2,3.3,.027,-3.1,-1.7,2019
11,11,MIN,Cameron Johnson,UNC,7,394,10667,5055,1548,796,.457,.396,.849,27.1,12.8,3.9,2.0,26.6,.120,1.2,8.8,2019
12,12,CHO,P.J. Washington,Kentucky,7,446,13653,5914,2676,976,.448,.354,.705,30.6,13.3,6.0,2.2,16.5,.058,-1.3,2.6,2019
13,13,MIA,Tyler Herro,Kentucky,7,394,12796,7664,1960,1596,.450,.382,.878,32.5,19.5,5.0,4.1,22.3,.084,0.8,9.0,2019
14,14,BOS,Romeo Langford,Indiana,4,141,2268,650,298,97,.430,.288,.659,16.1,4.6,2.1,0.7,2.0,.043,-3.4,-0.8,2019
15,15,DET,Sekou Doumbouya,,3,96,1639,542,267,66,.388,.256,.693,17.1,5.6,2.8,0.7,-0.4,-.013,-6.5,-1.8,2019
16,16,ORL,Chuma Okeke,Auburn,5,198,4028,1242,751,291,.387,.321,.787,20.3,6.3,3.8,1.5,5.0,.060,-1.1,1.0,2019
17,17,BRK,Nickeil Alexander-Walker,Virginia Tech,7,459,10545,4882,1216,1168,.427,.372,.807,23.0,10.6,2.6,2.5,16.5,.075,-0.6,3.7,2019
18,18,IND,Goga Bitadze,,7,383,5577,2107,1639,454,.561,.229,.671,14.6,5.5,4.3,1.2,19.3,.166,1.1,4.4,2019
19,19,SAS,Luka Šamanić,,4,86,921,384,210,55,.411,.247,.706,10.7,4.5,2.4,0.6,0.0,.001,-5.6,-0.8,2019
20,20,BOS,Matisse Thybulle,Washington,7,377,7749,1872,769,415,.438,.349,.683,20.6,5.0,2.0,1.1,15.4,.095,1.1,6.1,2019
21,21,OKC,Brandon Clarke,Gonzaga,7,309,6412,3144,1689,410,.605,.266,.697,20.8,10.2,5.5,1.3,24.6,.184,2.4,7.1,2019
22,22,BOS,Grant Williams,Tennessee,7,416,9421,2976,1535,608,.450,.378,.778,22.6,7.2,3.7,1.5,17.4,.089,-1.6,1.0,2019
23,23,UTA,Darius Bazley,,5,237,5536,2113,1244,282,.414,.309,.677,23.4,8.9,5.2,1.2,3.1,.027,-2.4,-0.6,2019
24,24,PHI,Ty Jerome,Virginia,7,244,4480,2281,509,733,.460,.386,.854,18.4,9.3,2.1,3.0,11.2,.120,0.9,3.3,2019
25,25,POR,Nassir Little,UNC,5,237,3735,1313,688,170,.452,.330,.735,15.8,5.5,2.9,0.7,4.7,.061,-2.6,-0.5,2019
26,26,CLE,Dylan Windler,Belmont,4,101,1090,319,212,78,.425,.347,.800,10.8,3.2,2.1,0.8,1.6,.072,-1.4,0.2,2019
27,27,BRK,Mfiondu Kabengele,Florida State,3,55,380,143,81,19,.383,.301,.852,6.9,2.6,1.5,0.3,0.4,.055,-3.6,-0.2,2019
28,28,GSW,Jordan Poole,Michigan,7,451,12283,7466,1187,1671,.418,.344,.877,27.2,16.6,2.6,3.7,11.4,.045,-1.9,0.4,2019
29,29,SAS,Keldon Johnson,Kentucky,7,452,12511,6842,2432,908,.475,.353,.767,27.7,15.1,5.4,2.0,23.2,.089,-1.0,3.2,2019
30,30,MIL,Kevin Porter Jr.,USC,6,309,8671,4440,1318,1523,.439,.348,.757,28.1,14.4,4.3,4.9,9.0,.050,-0.9,2.5,2019
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2019
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2019
31,31,BRK,Nic Claxton,Georgia,7,380,9944,4024,2875,788,.622,.186,.555,26.2,10.6,7.6,2.1,30.9,.149,1.3,8.2,2019
32,32,PHO,KZ Okpala,Stanford,4,98,965,222,148,47,.409,.286,.667,9.8,2.3,1.5,0.5,1.0,.050,-4.7,-0.7,2019
33,33,PHI,Carsen Edwards,Purdue,3,72,706,267,79,52,.364,.297,.758,9.8,3.7,1.1,0.7,0.3,.019,-5.1,-0.5,2019
34,34,PHI,Bruno Fernando,Maryland,6,220,2326,872,712,161,.543,.122,.653,10.6,4.0,3.2,0.7,3.8,.079,-3.0,-0.6,2019
35,35,ATL,Didi Louzada,,2,12,185,43,20,8,.326,.355,1.000,15.4,3.6,1.7,0.7,-0.1,-.034,-8.1,-0.3,2019
36,36,CHO,Cody Martin,Nevada,7,263,5733,1600,975,582,.434,.305,.658,21.8,6.1,3.7,2.2,7.1,.059,-1.8,0.3,2019
37,37,DAL,Deividas Sirvydis,,2,23,160,44,35,6,.300,.314,.500,7.0,1.9,1.5,0.3,-0.1,-.032,-5.9,-0.2,2019
38,38,CHI,Daniel Gafford,Arkansas,7,433,8684,4021,2505,455,.702,.000,.674,20.1,9.3,5.8,1.1,35.2,.195,1.7,8.2,2019
39,39,NOP,Alen Smailagić,,2,29,223,87,43,17,.463,.304,.720,7.7,3.0,1.5,0.6,0.3,.056,-3.3,-0.1,2019
40,40,SAC,Justin James,Wyoming,2,72,542,228,62,40,.446,.343,.544,7.5,3.2,0.9,0.6,0.3,.024,-3.1,-0.2,2019
41,41,GSW,Eric Paschall,Villanova,3,158,3086,1552,509,214,.494,.326,.758,19.5,9.8,3.2,1.4,5.0,.078,-2.2,-0.1,2019
42,42,PHI,Admiral Schofield,Tennessee,4,131,1372,426,215,78,.417,.326,.782,10.5,3.3,1.6,0.6,1.2,.043,-4.6,-0.9,2019
43,43,MIN,Jaylen Nowell,Washington,6,205,3519,1815,445,380,.442,.316,.792,17.2,8.9,2.2,1.9,4.7,.064,-2.1,-0.1,2019
44,44,MIA,Bol Bol,Oregon,6,202,2750,1243,709,126,.545,.332,.749,13.6,6.2,3.5,0.6,5.0,.088,-0.4,1.1,2019
45,45,DET,Isaiah Roby,Nebraska,4,151,2858,1159,667,216,.485,.351,.675,18.9,7.7,4.4,1.4,4.0,.068,-2.3,-0.2,2019
46,46,ORL,Talen Horton-Tucker,Iowa State,6,305,5942,2809,800,852,.427,.299,.771,19.5,9.2,2.6,2.8,6.0,.049,-2.0,0.0,2019
47,47,SAC,Ignas Brazdeikis,Michigan,3,64,838,318,122,58,.416,.315,.686,13.1,5.0,1.9,0.9,0.4,.024,-4.9,-0.6,2019
48,48,LAC,Terance Mann,Florida State,7,475,10630,3786,1651,980,.496,.371,.782,22.4,8.0,3.5,2.1,23.3,.105,-1.2,2.2,2019
49,49,SAS,Quinndary Weatherspoon,Mississippi State,3,42,272,88,32,24,.452,.188,.826,6.5,2.1,0.8,0.6,0.2,.030,-5.5,-0.2,2019
50,50,IND,Jarrell Brantley,College of Charleston,3,41,273,110,53,29,.457,.380,.833,6.7,2.7,1.3,0.7,0.6,.108,0.0,0.1,2019
51,51,BOS,Tremont Waters,LSU,3,40,407,149,37,85,.354,.296,.960,10.2,3.7,0.9,2.1,0.1,.012,-3.0,-0.1,2019
52,52,CHO,Jalen McDaniels,San Diego State,6,252,4550,1699,829,292,.449,.322,.777,18.1,6.7,3.3,1.2,5.3,.056,-3.3,-1.5,2019
53,53,UTA,Justin Wright-Foreman,Hofstra,1,4,45,19,5,7,.350,.200,.750,11.3,4.8,1.3,1.8,0.0,-.008,-9.0,-0.1,2019
54,54,PHI,Marial Shayok,Iowa State,1,4,28,11,7,1,.250,.333,.750,7.0,2.8,1.8,0.3,-0.1,-.130,-13.0,-0.1,2019
55,55,NYK,Kyle Guy,Virginia,3,53,431,165,53,50,.361,.303,.750,8.1,3.1,1.0,0.9,0.1,.006,-4.9,-0.3,2019
56,56,LAC,Jaylen Hands,UCLA,,,,,,,,,,,,,,,,,,2019
57,57,NOP,Jordan Bone,Tennessee,2,24,249,68,28,26,.378,.286,,10.4,2.8,1.2,1.1,0.1,.010,-5.9,-0.2,2019
58,58,GSW,Miye Oni,Yale,3,80,672,145,108,37,.350,.330,.750,8.4,1.8,1.4,0.5,1.0,.070,-2.5,-0.1,2019
59,59,TOR,Dewan Hernandez,Miami (FL),1,6,28,14,14,3,.357,.500,.600,4.7,2.3,2.3,0.5,0.0,.043,-9.6,-0.1,2019
60,60,SAC,Vanja Marinković,,,,,,,,,,,,,,,,,,,2019
1,1,MIN,Anthony Edwards,Georgia,6,442,15400,10854,2319,1826,.453,.369,.802,34.8,24.6,5.2,4.1,31.4,.098,2.1,15.8,2020
2,2,GSW,James Wiseman,Memphis,5,152,2857,1363,838,113,.560,.262,.682,18.8,9.0,5.5,0.7,4.3,.072,-4.0,-1.5,2020
3,3,CHO,LaMelo Ball,,6,303,9392,6304,1726,2224,.418,.365,.847,31.0,20.8,5.7,7.3,19.8,.101,3.3,12.5,2020
4,4,CHI,Patrick Williams,Florida State,6,348,8952,3141,1341,509,.438,.381,.762,25.7,9.0,3.9,1.5,8.3,.044,-2.6,-1.4,2020
5,5,CLE,Isaac Okoro,Auburn,6,397,10441,3292,1103,636,.465,.347,.741,26.3,8.3,2.8,1.6,18.2,.084,-2.3,-0.8,2020
6,6,ATL,Onyeka Okongwu,USC,6,381,9208,4083,2620,625,.573,.356,.756,24.2,10.7,6.9,1.6,30.9,.161,0.6,6.0,2020
7,7,DET,Killian Hayes,,6,239,6047,1885,691,1202,.377,.280,.792,25.3,7.9,2.9,5.0,-0.4,-.004,-4.0,-3.0,2020
8,8,NYK,Obi Toppin,Dayton,6,386,6662,3353,1337,483,.521,.355,.786,17.3,8.7,3.5,1.3,17.7,.128,1.2,5.4,2020
9,9,WAS,Deni Avdija,,6,425,11878,5643,2690,1450,.462,.333,.771,27.9,13.3,6.3,3.4,21.7,.088,0.0,6.0,2020
10,10,PHO,Jalen Smith,Maryland,6,324,5463,2831,1787,287,.501,.342,.752,16.9,8.7,5.5,0.9,14.6,.128,-0.3,2.4,2020
11,11,SAS,Devin Vassell,Florida State,6,370,10446,5212,1413,955,.443,.372,.807,28.2,14.1,3.8,2.6,16.8,.077,-0.3,4.4,2020
12,12,SAC,Tyrese Haliburton,Iowa State,5,333,10998,5842,1218,2947,.477,.392,.855,33.0,17.5,3.7,8.8,37.6,.164,4.8,18.9,2020
13,13,NOP,Kira Lewis Jr.,Alabama,4,131,1745,687,169,233,.397,.294,.848,13.3,5.2,1.3,1.8,1.3,.036,-3.5,-0.6,2020
14,14,BOS,Aaron Nesmith,Vanderbilt,6,333,7511,3191,1133,391,.453,.383,.828,22.6,9.6,3.4,1.2,11.2,.072,-2.1,-0.2,2020
15,15,ORL,Cole Anthony,UNC,6,355,8462,4249,1459,1344,.419,.343,.841,23.8,12.0,4.1,3.8,10.5,.060,-0.8,2.5,2020
16,16,POR,Isaiah Stewart,Washington,6,365,8859,3212,2467,473,.514,.343,.737,24.3,8.8,6.8,1.3,19.5,.106,-1.5,1.2,2020
17,17,MIN,Aleksej Pokusevski,,4,168,3429,1253,778,327,.391,.304,.702,20.4,7.5,4.6,1.9,-0.2,-.002,-3.1,-1.0,2020
18,18,DAL,Josh Green,Arizona,6,349,7323,2190,879,495,.480,.387,.705,21.0,6.3,2.5,1.4,11.1,.073,-2.6,-1.2,2020
19,19,BRK,Saddiq Bey,Villanova,5,364,11050,5374,1932,720,.418,.355,.842,30.4,14.8,5.3,2.0,20.0,.087,-0.5,4.3,2020
20,20,MIA,Precious Achiuwa,Memphis,6,393,8141,3156,2305,414,.494,.299,.596,20.7,8.0,5.9,1.1,14.8,.087,-2.1,-0.3,2020
21,21,PHI,Tyrese Maxey,Kentucky,6,388,12848,8182,1242,1864,.461,.377,.873,33.1,21.1,3.2,4.8,35.1,.131,2.2,13.5,2020
22,22,DEN,Zeke Nnaji,Arizona,6,303,3633,1243,702,129,.503,.345,.671,12.0,4.1,2.3,0.4,7.5,.100,-2.8,-0.7,2020
23,23,NYK,Leandro Bolmaro,,2,49,309,56,50,28,.270,.227,.846,6.3,1.1,1.0,0.6,-0.3,-.048,-7.8,-0.5,2020
24,24,MIL,R.J. Hampton,,4,170,3116,1155,466,307,.408,.338,.679,18.3,6.8,2.7,1.8,0.8,.013,-3.8,-1.4,2020
